Word, Consonants
litigation,LOOK WATER
litograph,NOT_IN_CMU_DICT
litre,NOT_IN_CMU_DICT
litter,LOOK WATER
litterbug,NOT_IN_CMU_DICT
little,LOOK WATER RAIL
liturgy,LOOK WATER
live,LOOK
livecam,NOT_IN_CMU_DICT
lived,LOOK
lively,LOOK
liver,LOOK
liverpool,LOOK RAIL
liverpudlian,NOT_IN_CMU_DICT
liversedge,NOT_IN_CMU_DICT
lives,LOOK
livesex,NOT_IN_CMU_DICT
livest,NOT_IN_CMU_DICT
livestock,LOOK
living-room,NOT_IN_CMU_DICT
living-space,NOT_IN_CMU_DICT
liz,LOOK
lizzie,LOOK
llama,LOOK
llanfairpwllgwyngyll,NOT_IN_CMU_DICT
llc,LOOK RAIL
lloyd,LOOK
lo,LOOK
loach,NOT_IN_CMU_DICT
load,LOOK
loaf,LOOK
loafers,LOOK
loan,LOOK
loathe,LOOK THIS
loathsome,LOOK THIS THINK
lobby,LOOK
lobo,LOOK
lobscouse,NOT_IN_CMU_DICT
lobster,LOOK
local,LOOK RAIL
locale,LOOK RAIL
locally,LOOK
locate,LOOK GET
located,LOOK WATER
location,LOOK
locator,LOOK WATER
lock,LOOK
locking,LOOK TALKING
locknut,NOT_IN_CMU_DICT
lockyer,LOOK
locomotion,LOOK
locoweed,NOT_IN_CMU_DICT
locution,NOT_IN_CMU_DICT
lodge,LOOK
lodger,NOT_IN_CMU_DICT
lofoten,NOT_IN_CMU_DICT
loft,LOOK GET
log,LOOK
log-cabin,NOT_IN_CMU_DICT
logan,LOOK
logarithmic,LOOK THIS
logging,LOOK TALKING
logic,LOOK
logical,LOOK RAIL
logically,LOOK
logistics,LOOK
logitech,NOT_IN_CMU_DICT
logo,LOOK
logon,NOT_IN_CMU_DICT
logos,LOOK
logotype,NOT_IN_CMU_DICT
lohan,NOT_IN_CMU_DICT
loin,LOOK
loitering,LOOK WATER TALKING
loki,NOT_IN_CMU_DICT
lola,LOOK
lolita,LOOK WATER
lollipop,LOOK
london,LOOK
londonderry,LOOK
lone,LOOK
lonely,LOOK
long,LOOK TALKING
long-standing,NOT_IN_CMU_DICT
long-term,LOOK TALKING
long-time,NOT_IN_CMU_DICT
longer,LOOK TALKING
longhorn,LOOK TALKING HOUSE
longitude,LOOK WATER
longleat,NOT_IN_CMU_DICT
loofah,NOT_IN_CMU_DICT
look,LOOK
look-alike,NOT_IN_CMU_DICT
looksmart,NOT_IN_CMU_DICT
lookup,LOOK
loom,LOOK
loop,LOOK
loophole,LOOK HOUSE RAIL
loose,LOOK
loosely,LOOK
lop-eared,NOT_IN_CMU_DICT
lopez,LOOK
lord,LOOK
lore,LOOK
loren,LOOK
lorna,LOOK
lorries,LOOK
lorry,LOOK
lorwerth,NOT_IN_CMU_DICT
lose,LOOK
loser,LOOK
loss,LOOK
losses,LOOK
lost,LOOK GET
loth,LOOK THINK
lothario,NOT_IN_CMU_DICT
lothian,LOOK THINK
lotion,LOOK
lottery,LOOK WATER
lotus,LOOK WATER
lou,LOOK
loud,LOOK
loud-hailer,NOT_IN_CMU_DICT
loudly,LOOK
loudmouth,NOT_IN_CMU_DICT
loudspeaker,LOOK
loughborough,NOT_IN_CMU_DICT
louis,LOOK
louisa,LOOK
louise,LOOK
louisiana,LOOK
louisville,LOOK RAIL
lounge,LOOK
lourdes,LOOK
lousy,LOOK
louth,LOOK THINK
louvre,LOOK RUN
love,LOOK
love-affair,NOT_IN_CMU_DICT
love-affairs,NOT_IN_CMU_DICT
love-bird,NOT_IN_CMU_DICT
love-child,NOT_IN_CMU_DICT
love-LETTER,NOT_IN_CMU_DICT
love-match,NOT_IN_CMU_DICT
love-potion,NOT_IN_CMU_DICT
loved,LOOK
lovely,LOOK
lover,LOOK
loveseat,NOT_IN_CMU_DICT
lovey,NOT_IN_CMU_DICT
loving,LOOK TALKING
low,LOOK
low-cost,LOOK GET
low-down,NOT_IN_CMU_DICT
low-keyed,NOT_IN_CMU_DICT
low-profile,NOT_IN_CMU_DICT
low-relief,NOT_IN_CMU_DICT
low-rise,NOT_IN_CMU_DICT
low-spirited,LOOK WATER
low-voltage,NOT_IN_CMU_DICT
low-water,NOT_IN_CMU_DICT
lowbrow,NOT_IN_CMU_DICT
lowbrows,NOT_IN_CMU_DICT
lowlife,NOT_IN_CMU_DICT
lowman,LOOK
lowrie,LOOK
lowry,LOOK
lowther,LOOK THIS
loyal,LOOK RAIL
loyalty,LOOK RAIL
loyola,LOOK
ltd,LOOK WATER RAIL
luba,LOOK
lubricant,LOOK RUN GET
lubricious,LOOK RUN
lucas,LOOK
lucerne,LOOK
lucia,LOOK
lucidity,LOOK WATER
lucinda,LOOK
luck,LOOK
luckily,LOOK
lucky,LOOK
lucrative,LOOK RUN WATER
lucretia,LOOK RUN
lucy,LOOK
luddite,LOOK GET
ludicrous,LOOK RUN
ludicrously,LOOK RUN
ludlow,LOOK
ludwigshafen,LOOK
lufthansa,LOOK
lug,LOOK
luge,LOOK
luggage,LOOK
luigi,LOOK
luis,LOOK
luke,LOOK
lukewarm,LOOK
lulu,LOOK
lumbago,LOOK
lumberjack,LOOK
lumberyard,LOOK
lumiere,NOT_IN_CMU_DICT
luminaire,NOT_IN_CMU_DICT
luminaires,NOT_IN_CMU_DICT
luminous,LOOK
lump,LOOK
lumpectomy,LOOK
lumps,LOOK
luna,LOOK
lunatic,LOOK WATER
lunch,LOOK
lunch-time,NOT_IN_CMU_DICT
lunchtime,LOOK
lunette,NOT_IN_CMU_DICT
lung,LOOK TALKING
lupus,LOOK
lurcher,NOT_IN_CMU_DICT
lure,LOOK
lurid,LOOK
lurk,LOOK
lurked,LOOK GET
lurking,LOOK TALKING
lurks,LOOK
lusaka,LOOK
luscious,LOOK
lush,LOOK
lust,LOOK GET
luther,LOOK THINK
lutheran,LOOK THINK
luxembourg,LOOK
luxuriant,LOOK GET
luxuriate,NOT_IN_CMU_DICT
luxurious,LOOK
luxury,LOOK
lyceum,NOT_IN_CMU_DICT
lychee,NOT_IN_CMU_DICT
lycos,LOOK
lye,LOOK
lying,LOOK TALKING
lynn,LOOK
lyric,LOOK
lyrics,LOOK
ma,
maastricht,RUN GET
mabel,RAIL
mac,
macabre,RUN
macafee,NOT_IN_CMU_DICT
macao,
macarthur,THINK
macaws,
macbeth,THINK
macbook,
macduff,
mace-bearer,NOT_IN_CMU_DICT
macedonia,
macgyver,
machete,WATER
machine,
machine-gun,NOT_IN_CMU_DICT
machinery,RUN
macho,
macintosh,
mackenzie,
mackintosh,
maclean,LOOK
macleod,LOOK
macro,RUN
macrocosm,NOT_IN_CMU_DICT
macromedia,RUN
mad,
madagascar,
madame,
made,
made-to-measure,NOT_IN_CMU_DICT
made-up,NOT_IN_CMU_DICT
madeira,
madison,
madonna,
madrid,RUN
madurai,NOT_IN_CMU_DICT
mae,
maecenas,NOT_IN_CMU_DICT
maestro,RUN
maeve,
mafia,
mag,
magazine,
mage,NOT_IN_CMU_DICT
magenta,
maggie,
maghreb,NOT_IN_CMU_DICT
magi,
magic,
magical,RAIL
magistrate,RUN GET
maglev,LOOK
magnesium,
magnet,GET
magnetic,WATER
magnificent,GET
magnitude,WATER
magnolia,RAIL
magnum,
magyar,
mahler,LOOK
mahmoud,
mahood,HOUSE
mai,
maid,
maida,
maiden,
maidenhead,NOT_IN_CMU_DICT
maidstone,NOT_IN_CMU_DICT
mail,RAIL
mailbox,RAIL
mailman,RAIL
mailto,NOT_IN_CMU_DICT
main,
maine,
mainframe,RUN
mainland,LOOK
mainly,LOOK
mainstays,
mainstream,RUN
maintain,
maintenance,
mainwaring,TALKING
mairead,
maisie,
maisonette,NOT_IN_CMU_DICT
maitland,LOOK
maize,
majestic,
major,
major-general,NOT_IN_CMU_DICT
majorca,
majority,WATER
make,
make-up,
maker,
makeup,
maladroit,LOOK RUN GET
maladroitly,NOT_IN_CMU_DICT
maladroitness,NOT_IN_CMU_DICT
malaga,LOOK
malaise,LOOK
malawi,LOOK
malayalam,NOT_IN_CMU_DICT
malaysia,LOOK
maldives,RAIL
male,RAIL
malfunction,RAIL
mali,LOOK
malibu,LOOK
malicious,LOOK
maligne,NOT_IN_CMU_DICT
maligner,NOT_IN_CMU_DICT
mall,RAIL
mallaig,NOT_IN_CMU_DICT
mallorca,NOT_IN_CMU_DICT
malpractice,RAIL RUN
malta,RAIL
maltese,RAIL
malware,RAIL
mama,
mamba,
mambo,
mammee,NOT_IN_CMU_DICT
mammoth,THINK
man,
man-hours,NOT_IN_CMU_DICT
manage,
managed,
management,GET
manager,
managua,
manchester,
mandate,GET
mandatory,WATER
mandela,LOOK
mandelbaum,RAIL
manege,NOT_IN_CMU_DICT
manga,TALKING
mangle,TALKING RAIL
mangled,TALKING RAIL
mangles,TALKING RAIL
mangling,TALKING LOOK
manhattan,HOUSE WATER
manheim,HOUSE
manhunt,HOUSE GET
mania,
maniac,
manicure,
manicured,
manifestation,
manifestly,LOOK
manifesto,
manifold,RAIL
manipulate,LOOK GET
manipulated,LOOK WATER
manipulates,LOOK
manipulating,LOOK WATER TALKING
manipulation,LOOK
manitoba,WATER
mankind,
manner,
manoeuvre,NOT_IN_CMU_DICT
manor,
manpower,
manual,RAIL
manually,LOOK
manufacture,
manufactured,
manufacturer,
manure,
manuscript,RUN GET
many,
maori,
map,
maple,RAIL
mapping,TALKING
mar,
mar-a-lago,NOT_IN_CMU_DICT
mara,
marahishi,NOT_IN_CMU_DICT
marathi,WATER
marathon,THINK
marble,RAIL
marc,
marcel,RAIL
marcella,LOOK
march,
marchant,GET
marchioness,
marco,
marcus,
mardi,
mare,
margaret,GET RUN
margarita,WATER
margate,NOT_IN_CMU_DICT
marge,
margery,
margie,
margin,
marginal,RAIL
marginally,LOOK
margolis,LOOK
margot,
marguerite,GET
marham,NOT_IN_CMU_DICT
maria,
mariah,
marie,
marigold,RAIL
marijuana,
marilyn,LOOK
marimba,
marina,
marine,
mario,
marion,
marissa,
marital,WATER RAIL
maritime,WATER
mariupol,NOT_IN_CMU_DICT
marius,
marjorie,RUN
mark,
marker,
market,GET
marketing,WATER TALKING
marketplace,LOOK
markov,
marl,NOT_IN_CMU_DICT
marlene,LOOK
marlovian,NOT_IN_CMU_DICT
marlow,LOOK
marmaduke,
marmalade,LOOK
maroon,
marple,RAIL
marriage,
married,
marries,
marriott,GET
marrowfat,NOT_IN_CMU_DICT
marry,
marrying,TALKING
mars,
marsala,LOOK
marsden,
marsh,
marshal,RAIL
marshall,RAIL
marsham,NOT_IN_CMU_DICT
marston,
marsupial,RAIL
mart,GET
marten,
martha,THINK
martial,RAIL
martian,
martin,
martina,
martinez,
martini,
martinique,
martius,NOT_IN_CMU_DICT
marvel,RAIL
marvellous,LOOK
marvelous,LOOK
marvin,
marwick,
mary,
maryland,LOOK
marzipan,
mascot,GET
maserati,WATER
mash,
masha,NOT_IN_CMU_DICT
mashie,NOT_IN_CMU_DICT
mask,
mason,
masquerade,
mass,
massachusetts,
massage,
massapequa,NOT_IN_CMU_DICT
masses,
massey,
massifs,NOT_IN_CMU_DICT
massive,
massively,LOOK
master,
mastercard,
masterpiece,
masthead,HOUSE
masturbating,WATER TALKING
masturbation,
mat,GET
match,
match-point,NOT_IN_CMU_DICT
matches,
mate,GET
material,WATER RAIL
maternity,WATER
matey,WATER
math,THINK
mathematical,THINK WATER RAIL
mathematically,THINK WATER LOOK
mathematician,THINK WATER
mathematicians,THINK WATER
mathematics,THINK WATER
mather,THIS
maths,NOT_IN_CMU_DICT
matilda,WATER RAIL
matlock,LOOK
matrices,RUN
matrix,RUN
matsushita,WATER
matt,GET
matter,WATER
matters,WATER
matthew,THINK
matthews,THINK
matthey,THIS
mattress,RUN
mature,
maturity,WATER
maugham,NOT_IN_CMU_DICT
maui,
maumee,
maurer,
mauritius,WATER
mausoleum,LOOK
maverick,RUN
mawddach,NOT_IN_CMU_DICT
max,
maximize,
maximum,
maxwell,RAIL
may-bug,NOT_IN_CMU_DICT
maybe,
maybug,NOT_IN_CMU_DICT
mayday,
mayfair,
mayfield,RAIL
mayflower,LOOK
mayfly,NOT_IN_CMU_DICT
mayhem,HOUSE
mayor,
mayoral,RAIL
maypole,NOT_IN_CMU_DICT
mayst,NOT_IN_CMU_DICT
mayweather,THIS
mazda,
maze,
mcavoy,
mcbrearty,RUN
mccarthy,THINK
mccarthyism,THINK
mccartney,
mcclure,LOOK
mccoy,
mccreadie,RUN
mcdonald,RAIL
mcgillycuddy,NOT_IN_CMU_DICT
mcgovern,
mcgowan,
mcguffey,
mcilroy,RAIL RUN
mcilwraith,NOT_IN_CMU_DICT
mcintosh,
mcintyre,
mckenna,
mckenzie,
mclean,LOOK
mcnamee,
mcqueen,
me,
mead,
meadows,
meadowsweet,NOT_IN_CMU_DICT
meagan,NOT_IN_CMU_DICT
meagre,NOT_IN_CMU_DICT
meal,RAIL
mealybug,NOT_IN_CMU_DICT
mean,
meaning,TALKING
meaningful,TALKING RAIL
meaningless,TALKING LOOK
meant,GET
meantime,
meanwhile,RAIL
measurable,RAIL
measure,
measured,
measurement,GET
meat,GET
meatloaf,LOOK
mechanic,
mechanical,RAIL
mechanics,
mechanism,
med,
medal,RAIL
medawar,NOT_IN_CMU_DICT
median,
mediawiki,NOT_IN_CMU_DICT
medicaid,
medical,RAIL
medicare,
medication,
medicine,
medieval,RAIL
meditation,WATER
mediterranean,WATER
medium,
medline,NOT_IN_CMU_DICT
medusa,
medvedev,
meerkat,NOT_IN_CMU_DICT
meerschaum,NOT_IN_CMU_DICT
meet,GET
meetup,WATER
mega,
megabyte,GET
megabytes,
megadeth,NOT_IN_CMU_DICT
megan,
meghan,
mel,RAIL
melancholic,LOOK
melancholy,LOOK
melanie,LOOK
melba,RAIL
melbourne,RAIL
melissa,LOOK
melodrama,LOOK RUN
melody,LOOK
melt,RAIL GET
mem,NOT_IN_CMU_DICT
member,
members,
membership,
membrane,RUN
memo,
memorabilia,RAIL
memorable,RAIL
memorial,RAIL
memorialize,LOOK
memories,
memphis,
men,
mend,
mended,
mendeleev,NOT_IN_CMU_DICT
mendes,
mending,TALKING
mendoza,
mends,NOT_IN_CMU_DICT
menken,
menopause,
menswear,
ment,NOT_IN_CMU_DICT
mental,RAIL
mentality,LOOK WATER
mentally,LOOK
menthol,THINK RAIL
mention,
mentor,
mentors,
mentorship,
menu,
menus,
mercedes,
merchandise,
merchant,GET
mercurial,RAIL
mercury,
mercy,
mere,
merely,LOOK
merengue,TALKING
merge,
merged,
merger,
merino-sheep,NOT_IN_CMU_DICT
merit,GET
meritorious,WATER
merlin,LOOK
merlot,LOOK GET
mermaid,
merrily,LOOK
merry,
merseyside,NOT_IN_CMU_DICT
mesa,
mesenchyme,NOT_IN_CMU_DICT
mesh,
meshuga,NOT_IN_CMU_DICT
mesmeric,NOT_IN_CMU_DICT
mesothelioma,THINK LOOK
mess,
message,
messenger,
messes,
messy,
met,GET
meta,WATER
metabolism,WATER LOOK
metadata,NOT_IN_CMU_DICT
metal,WATER RAIL
metallic,WATER LOOK
metallica,WATER LOOK
metallurgy,WATER LOOK
metamorphoses,NOT_IN_CMU_DICT
metaphor,WATER
metaphoric,NOT_IN_CMU_DICT
metaphorical,WATER RAIL
metaphors,WATER
meth,THINK
methadone,THINK
metheglin,NOT_IN_CMU_DICT
method,THINK
methodical,THINK RAIL
methodist,THINK GET
methodological,THINK LOOK RAIL
methodology,THINK LOOK
metres,WATER
metric,RUN
metro,RUN
metropole,NOT_IN_CMU_DICT
metropolitan,RUN LOOK WATER
mew,
mewl,NOT_IN_CMU_DICT
mews,NOT_IN_CMU_DICT
mexican,
mexico,
meyer,
meyerbeer,
meynell,NOT_IN_CMU_DICT
mezuza,NOT_IN_CMU_DICT
mezzanine,
mia,
miami,
mic,
mice,
michael,RAIL
michel,RAIL
michelle,RAIL
michigan,
mickey,
micro,RUN
micro-organisms,NOT_IN_CMU_DICT
microbe,RUN
microbial,RUN RAIL
microbiological,NOT_IN_CMU_DICT
microchip,RUN
microcomputer,RUN WATER
microcomputers,RUN WATER
microcosm,RUN
microcosmic,NOT_IN_CMU_DICT
microfibre,NOT_IN_CMU_DICT
microfiche,RUN
microfilm,RUN RAIL
microgroove,NOT_IN_CMU_DICT
micromesh,NOT_IN_CMU_DICT
micronesia,RUN
microphone,RUN
microprocessor,RUN
microscopy,RUN
microsoft,RUN GET
microwave,RUN
mid,
midday,
middle,RAIL
middle-aged,LOOK
middlebury,RAIL
middlemarch,NOT_IN_CMU_DICT
midi,
midlands,LOOK
midlothian,NOT_IN_CMU_DICT
midnight,GET
midriff,NOT_IN_CMU_DICT
midwest,GET
midwife,
midwives,
might,GET
mighty,WATER
migraine,RUN
migrant,RUN GET
migrate,RUN GET
migrated,RUN WATER
migrates,RUN
migrating,RUN WATER TALKING
migration,RUN
migratory,RUN WATER
mikado,
mikayla,NOT_IN_CMU_DICT
mike,
mikey,
mil,RAIL
milan,LOOK
milano,LOOK
mild,RAIL
mildly,RAIL LOOK
mile,RAIL
mileage,LOOK
miles,RAIL
milestone,RAIL
miley,LOOK
milf,NOT_IN_CMU_DICT
milfhunter,NOT_IN_CMU_DICT
milfoil,NOT_IN_CMU_DICT
milfs,NOT_IN_CMU_DICT
military,LOOK WATER
militia,LOOK
milk,RAIL
milk-powder,NOT_IN_CMU_DICT
milkweed,RAIL
mill,RAIL
millbank,RAIL
millennium,LOOK
miller,LOOK
milligram,LOOK RUN
millilitre,LOOK WATER
millilitres,LOOK WATER
millimeter,LOOK WATER
millimetre,LOOK WATER
million,RAIL
millionaire,RAIL
millwall,NOT_IN_CMU_DICT
milord,NOT_IN_CMU_DICT
milton,RAIL
milwaukee,RAIL
mime,
mimi,
mimic,
min,
mincemeat,GET
mind,
mindless,LOOK
mine,
minecraft,RUN GET
miner,
mineral,RAIL RUN
minerva,
mini,
miniature,
minibus,
minicab,NOT_IN_CMU_DICT
minimal,RAIL
minimalist,LOOK GET
minimize,
minimum,
miniseries,
minister,
ministry,RUN
minneapolis,LOOK
minnesota,WATER
minnie,
minogue,
minolta,RAIL
minor,
minority,WATER
mint,GET
minuet,GET
minus,
minute,GET
minutia,
miquelon,NOT_IN_CMU_DICT
miracle,RAIL
miraculous,LOOK
miranda,
mirror,
mirth,THINK
mirthful,NOT_IN_CMU_DICT
mirthless,NOT_IN_CMU_DICT
misc,NOT_IN_CMU_DICT
miscellaneous,LOOK
misconduct,GET
miserable,RAIL RUN
miserably,LOOK RUN
miserably,LOOK RUN
misere,NOT_IN_CMU_DICT
misery,
misfortune,
mishmash,
misinterpreted,RUN WATER
misjudge,
mislead,LOOK
misleading,LOOK TALKING
misleads,LOOK
mismatch,
misread,RUN
misread,RUN
misreads,NOT_IN_CMU_DICT
miss,
misses,
missile,RAIL
mission,
mississauga,
mississippi,
missouri,
missourian,
missus,
mist,GET
mistake,
mistakenly,LOOK
mister,
mistress,RUN
mists,
misunderstand,
misuse,
mit,WATER GET
mitchell,RAIL
mithril,NOT_IN_CMU_DICT
mitsubishi,
mitzvah,
mix,
mixes,
mixture,
mnemonic,
mnemonic,
mo,
moab,
moan,
moaned,
moaning,TALKING
moans,
mob,
mobbed,
mobile,RAIL
mobility,LOOK WATER
mocha,
mock,
mod,
mode,
model,RAIL
modelling,LOOK TALKING
modem,
moderate,GET
moderately,LOOK
moderation,
moderator,WATER
modern,
modest,GET
modicum,
modification,
modified,
modify,
modular,LOOK
modulate,LOOK GET
module,RAIL
modulus,LOOK
moe,
moggie,NOT_IN_CMU_DICT
mogul,RAIL
mohair,HOUSE
mohawk,HOUSE
moi,
moir,
moira,
moiseiwitsch,NOT_IN_CMU_DICT
moist,GET
moisture,
moisturizer,
moither,NOT_IN_CMU_DICT
mojave,HOUSE
mojo,
mold,RAIL
moldova,RAIL
mole,RAIL
molecular,LOOK
molecule,LOOK RAIL
molecules,LOOK RAIL
mollie,LOOK
mom,
mombasa,
moment,GET
momentarily,LOOK
momentum,
mommy,
mon,
monaco,
monarchy,
monastic,
monaural,NOT_IN_CMU_DICT
monday,
monetary,WATER
money,
money-order,NOT_IN_CMU_DICT
mongolia,TALKING LOOK RAIL
mongoose,TALKING
monica,
monique,
monitor,WATER
monk,
monkey,
monkey-puzzle,NOT_IN_CMU_DICT
mono,
monochrome,RUN
monograph,RUN
monographic,NOT_IN_CMU_DICT
monolithic,LOOK THINK
monologue,LOOK
mononucleosis,NOT_IN_CMU_DICT
monopoly,LOOK
monotheism,THINK
monotreme,NOT_IN_CMU_DICT
monroe,RUN
monsieur,
monsoon,
monster,
montage,
montana,
monte,
monteith,NOT_IN_CMU_DICT
monteverdi,NOT_IN_CMU_DICT
montgomery,RUN
month,THINK
monthly,THINK LOOK
montreal,RUN RAIL
montserrat,GET
monumental,RAIL
moo-cow,NOT_IN_CMU_DICT
moo-cows,NOT_IN_CMU_DICT
mooch,NOT_IN_CMU_DICT
mood,
moodey,NOT_IN_CMU_DICT
moon,
moonbeam,
moonwalk,NOT_IN_CMU_DICT
moor,
moore,
moored,
moorfowl,NOT_IN_CMU_DICT
moorgame,NOT_IN_CMU_DICT
moorgate,NOT_IN_CMU_DICT
moorhen,NOT_IN_CMU_DICT
mooring,TALKING
moors,
moose,
moped,GET
morag,NOT_IN_CMU_DICT
moraic,NOT_IN_CMU_DICT
moral,RAIL
morality,LOOK WATER
morally,LOOK
moratorium,WATER
morbid,
morbidity,WATER
mordacity,NOT_IN_CMU_DICT
more,
moreover,
mores,
morgan,
morgue,
moribund,
morn,
morning,TALKING
morocco,
moron,
morons,
morph,
morpha,NOT_IN_CMU_DICT
morphed,GET
morpheme,NOT_IN_CMU_DICT
morpheus,
morphine,
morphing,TALKING
morphogenesis,
morphological,LOOK RAIL
morris,
morrison,
morrow,
mortal,RAIL
mortality,LOOK WATER
mortals,RAIL
mortgage,
mortuary,
mosaic,
moscow,
moses,
mosquito,WATER
moss,
most,GET
mostly,LOOK
motel,WATER RAIL
moth,THINK
mother,THIS
mother-in-law,THIS LOOK
mother-of-pearl,NOT_IN_CMU_DICT
motherboard,THIS
motherese,NOT_IN_CMU_DICT
motherhood,THIS HOUSE
mothering,THIS TALKING
motherland,THIS LOOK
motherless,THIS LOOK
motherliness,NOT_IN_CMU_DICT
motherwell,NOT_IN_CMU_DICT
motif,WATER
motion,
motivate,WATER GET
motivated,WATER
motivation,WATER
motive,WATER
motives,WATER
motocross,NOT_IN_CMU_DICT
motor,WATER
motorbike,WATER
motorcycle,WATER RAIL
motorcyclist,WATER LOOK GET
motoring,WATER TALKING
motorola,WATER LOOK
motorway,NOT_IN_CMU_DICT
motto,WATER
mount,GET
mountain,
mountaineer,
mourn,
mourning,TALKING
mouse,
mousehole,HOUSE RAIL
moussaka,
mousse,
mouth,THINK
mouth-organ,NOT_IN_CMU_DICT
mouth-to-mouth,NOT_IN_CMU_DICT
mouth-watering,NOT_IN_CMU_DICT
mouthed,THIS
mouthful,THINK RAIL
mouthing,THIS TALKING
mouthpiece,THINK
mouths,THIS
mouthwash,THINK
mouthy,THINK
move,
moved,
movement,GET
movers,
movie,
mow,
moxie,
moya,
moygashel,NOT_IN_CMU_DICT
mozambique,
mozart,GET
mozilla,NOT_IN_CMU_DICT
mp3,NOT_IN_CMU_DICT
mpeg,
mph,RAIL
mr,
mrna,NOT_IN_CMU_DICT
mrs,
ms,
msn,NOT_IN_CMU_DICT
mtv,
much,
mucilage,NOT_IN_CMU_DICT
muck,
mucked,NOT_IN_CMU_DICT
mucking,TALKING
mucks,NOT_IN_CMU_DICT
mucosity,NOT_IN_CMU_DICT
mucous,
mud,
mud-bath,NOT_IN_CMU_DICT
mud-baths,NOT_IN_CMU_DICT
muddle,RAIL
muddled,RAIL
muddy,
mudguards,NOT_IN_CMU_DICT
mudpie,NOT_IN_CMU_DICT
muffin,
muffler,LOOK
mug,
mugabe,
mugwump,NOT_IN_CMU_DICT
mujaheddin,NOT_IN_CMU_DICT
mulcahy,RAIL HOUSE
muldoon,RAIL
mule,RAIL
muleteer,NOT_IN_CMU_DICT
mulholland,RAIL HOUSE LOOK
multi,RAIL
multi-,NOT_IN_CMU_DICT
multicolored,RAIL LOOK
multimedia,RAIL
multiple,RAIL
multiple-choice,NOT_IN_CMU_DICT
multiplication,RAIL LOOK
multiplied,RAIL LOOK
multiplies,RAIL LOOK
multiply,RAIL LOOK
multiplying,RAIL LOOK TALKING
multipurpose,RAIL
multistage,NOT_IN_CMU_DICT
multitask,RAIL WATER
multitude,RAIL WATER
mumbai,
mumble,RAIL
mumbo-jumbo,NOT_IN_CMU_DICT
mummy,
mums,
munda,NOT_IN_CMU_DICT
mundane,
munich,
municipal,RAIL
municipality,LOOK WATER
munitions,
munro,RUN
muppets,
mural,RAIL
murcia,NOT_IN_CMU_DICT
murder,
murdered,
murderer,
murdoch,
murgatroyd,NOT_IN_CMU_DICT
murphy,
murray,
muscle,RAIL
muse,
museum,
musgrave,RUN
musgrove,RUN
mush,
mushroom,RUN
mushy,
music,
musical,RAIL
musician,
musk-deer,NOT_IN_CMU_DICT
muskogee,
muslim,LOOK
muslin,LOOK
must,GET
must-have,NOT_IN_CMU_DICT
mustachio,
mustafa,
mustang,TALKING
mutant,WATER GET
mutation,WATER
mute,GET
mutter,WATER
mutton,WATER
mutual,RAIL
mutuality,LOOK WATER
mutually,LOOK
muze,NOT_IN_CMU_DICT
muzzle,RAIL
muzzy,
my,
myanmar,
myeloid,NOT_IN_CMU_DICT
myers,
myriad,
myrtle,WATER RAIL
myself,RAIL
mysimon,NOT_IN_CMU_DICT
mysore,NOT_IN_CMU_DICT
myspace,
mysterious,
mysteriously,LOOK
mysteriously,LOOK
mystery,
mystic,
mystique,
myth,THINK
mythic,THINK
mythical,THINK RAIL
mytholmroyd,NOT_IN_CMU_DICT
mythology,THINK LOOK
mythos,NOT_IN_CMU_DICT
naafi,NOT_IN_CMU_DICT
naan,
nabob,
nacho,
nadezhda,NOT_IN_CMU_DICT
nadia,
nadirs,NOT_IN_CMU_DICT
nag,
naga,NOT_IN_CMU_DICT
nagasaki,
nagoya,
nah,
nahuatl,NOT_IN_CMU_DICT
nail,RAIL
nail-varnish,NOT_IN_CMU_DICT
nailbrush,NOT_IN_CMU_DICT
nails,RAIL
nailsea,NOT_IN_CMU_DICT
nairn,
nairobi,
naish,
naismith,THINK
naive,
naked,
nam,
name,
nameless,LOOK
namely,LOOK
namespace,NOT_IN_CMU_DICT
namibia,
nancy,
nano,
naomi,
napalm,
naphtha,THINK
naphthalic,NOT_IN_CMU_DICT
napier,
naples,RAIL
napoli,LOOK
nappies,NOT_IN_CMU_DICT
narcissus,
narcistic,NOT_IN_CMU_DICT
narcolepsy,LOOK
narrative,WATER
narrow,
narrow-minded,NOT_IN_CMU_DICT
narrowly,LOOK
narwhal,NOT_IN_CMU_DICT
nasa,
nascar,
nasdaq,
nash,
nashville,RAIL
nasopharyngeal,NOT_IN_CMU_DICT
nastier,
nastiest,GET
nasty,
natalie,WATER LOOK
natasha,WATER
nathan,THINK
nation,
national,RAIL
nationally,LOOK
nationwide,
native,WATER
nato,WATER
natural,RAIL RUN
naturally,LOOK RUN
nature,
naturist,NOT_IN_CMU_DICT
naturopath,NOT_IN_CMU_DICT
naughty,WATER
nauru,NOT_IN_CMU_DICT
nauruan,NOT_IN_CMU_DICT
nauseating,WATER TALKING
nausicaa,NOT_IN_CMU_DICT
nautical,WATER RAIL
nautilus,WATER LOOK
nav,
naval,RAIL
navigate,GET
navigation,
navigator,WATER
navy,
nawab,NOT_IN_CMU_DICT
nay,
naysayer,
nazi,
nba,
ncaa,NOT_IN_CMU_DICT
neanderthal,THINK RAIL
neap,NOT_IN_CMU_DICT
near,
near-sighted,NOT_IN_CMU_DICT
nearby,
nearer,
nearest,GET
nearly,LOOK
nearness,NOT_IN_CMU_DICT
